Công ty,Năm,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155
7,2017,6758.094,6775.118,0,160849.037,14726.91,301.494,23289.817,20070.075,1858.933,88.955,1271.854,6100.546,11272.702,0,0,84.188,15.818,1868.575,0,36.461,9267.66,4338.367,3257.263,1081.104,839.567,71.687,767.88,20326.233,5571.892,9304.078,64777.431,160849.037,155931.825,2333.286,575.397,455.567,1552.962,160849.037,63412.628,42896.541,54539.868,160849.037,8881.197,83821.259,2076.046,472.129,64777.431,820.975,51542.484,45861.547,45798.398,13048.507,12459.709,4550.57,15739.612,220,-156.851,5680.937,5715.484,569.283,30.001,2000,3116.2,0,-34.547,0,170970.833,38234.56,129727.778,0,3008.495,0,170970.833,2790.457,99.386,2683.171,121043.844,44353.975,17594.504,13366.312,332.772,3532.332,0,3532.332,0,363.088,8664.092,7645.664,317.362,701.066,0,3926.084,1465.532,1.355,374.551,1543.389,512.882,50.676,571.3,-277.686,-53.905,0,0,0,-11.247,-250.763,278.585,193.142,911.886,0,0,-244.1,-582.343,0,0,396.73,539.888,-137.419,-5.739,855.76,1165.122,0,-210.982,0,-98.38,0,1714.891,1116.82,0,0,424.134,193.008,229.463,0,0,0,-128.764,0,-119.77,4812.465,77.426,2594.878,2594.878,0,0,0,0,993.216,281.141,712.075,619.465,166.187,-2.456,0,363.749
7,2018,7572.229,7583.09,0,159939.217,21171.98,260.998,23099.727,19076.386,2409.681,23.526,1590.134,8095.573,7029.164,0,0,37.304,127.065,201.007,0,95.172,6568.616,3000.572,2853.511,147.061,946.351,154.973,791.378,13554.781,927.745,9468.647,72383.679,159939.217,154548.122,2587.646,237.758,862.51,1703.181,159939.217,60381.95,36774.904,62782.363,159939.217,6978.572,77809.083,2039.895,347.874,72383.679,380.114,86512.348,66435.57,66625.257,8793.593,11114.162,8402.626,38314.876,0.004,-189.691,20076.778,20236.2,0,30,0,20206.2,0,-159.422,0,201414.532,54612.613,143613.379,0,3188.54,0,201414.532,3846.275,54.135,2898.416,142056.46,52559.246,21413.626,15460.433,606.159,4140.607,0,4140.607,0,1206.427,10023.687,8233.723,436.842,1353.122,0,3272.58,1763.054,2.523,1160.413,212.52,722.481,118.572,208.754,-517.78,-58.102,0,0,0,-30.526,-309.329,233.751,1030.351,848.966,0,0,-154.42,-1491.146,0,0,168.433,350.135,-187.865,6.163,756.585,1303.955,0,-389.655,0,-169.734,12.019,1633.777,1422.895,0,0,0,1544.089,180.185,0,0,0,-1228.491,0,-284.901,5842.507,102.603,3239.958,3239.958,0,0,0,0,1020.053,259.603,760.45,770.133,193.813,-3.195,0,519.142
7,2019,10041.556,10052.963,0,230802.027,27075.217,16.855,24739.826,20431.391,2858.783,31.413,1418.239,6957.444,8893.899,0,0,29.948,62.876,800.483,1.178,184.851,7814.563,3825.153,2822.942,1002.211,1085.871,242.994,842.877,50421.549,1876.083,662.78,105247.35,230802.027,225601.458,2122.693,218.128,305.23,2554.518,230802.027,85584.018,47443.165,97774.844,230802.027,5864.415,116766.713,2104.387,479.724,105247.35,339.438,66054.597,65916.341,65503.185,14807.62,12313.699,7985.625,30396.241,655.524,-242.368,138.256,202.006,0,0,0,202.006,0,-63.75,0,231296.761,76053.396,151581.145,0,3662.22,0,231296.761,5811.06,62.483,3746.288,167211.978,54464.952,25016.341,16727.93,720.962,6794.537,0,6794.537,0,772.912,10758.497,9421.181,370.407,966.909,0,3253.353,2274.253,4.566,970.323,195.282,931.882,120.524,387.578,-1156.493,-65.716,0,0,0,-11.484,-397.362,104.581,1014.049,1321.921,0,0,-642.943,-1588.446,0,0,397.664,592.871,-194.347,-0.86,1243.759,1526.258,0,-325.494,0,41.381,1.614,1806.728,1080.236,0,0,0,3159.51,185.333,0,0,0,-2493.05,0,-125.301,7312.509,113.109,4261.656,4261.656,0,0,0,0,990.53,254.986,735.544,1132.043,228.831,24.276,0,562.064
7,2020,8347.576,8357.447,0,277524.615,29247.061,240.565,24119.477,19732.665,3100.097,43.775,1242.94,9135.831,463.821,0,0,39.231,1.056,322.874,0,0,100.66,3386.328,2700.9,685.428,442.261,186.103,256.158,91360.789,194.36,7794.676,111139.446,277524.615,274423.557,1805.866,416.892,533.944,344.356,277524.615,92424.839,85255.104,99844.672,277524.615,6188.601,158301.254,1345.667,275.967,111139.446,273.68,84832.952,84632.952,84177.005,17367.757,9568,10712,46528.654,455.947,0,200,200,0,0,0,200,0,0,0,277458.651,122972.489,149420.224,0,5065.938,0,277458.651,4784.264,194.889,4249.447,195639.72,72590.331,29001.912,21590.084,346.65,6252.814,0,6252.814,0,812.364,10250.703,8195.501,599.493,1419.134,36.575,4188.778,2914.167,2.679,1037.65,553.472,827.321,210.495,502.659,-1672.413,-68.962,0,0,0,-38.576,-79.714,0.745,1278.966,1404.612,0,0,-1198.056,-1484.777,0,0,321.397,828.5,-507.934,0.831,1496.997,2563.876,0,-986.752,0,-69.631,-10.496,2279.168,1259.653,0,0,0,3914.316,286.003,0,0,0,-2908.17,0,-272.634,8631.195,120.749,5172.14,5172.14,0,0,0,0,386.763,386.763,0,0,267.524,11.023,0,2672.996
7,2021,5070.812,5074.479,0,347341.244,34711.867,911.643,35099.837,28719.033,4590.745,69.892,1720.167,13055.747,962.913,0,0,250.411,21.075,293.411,0,0,398.016,3052.918,2372.041,680.877,531.953,181.274,350.679,95912.748,180.356,1264.161,161657.101,347341.244,342902.534,2144.836,678.516,860.243,755.115,347341.244,114637.983,93573.522,139129.739,347341.244,4868.545,178500.192,1949.719,362.164,161657.101,3.523,97586.088,97577.461,97435.523,14437.924,4583.639,15805.167,62608.793,656.539,-514.601,8.627,200,0,0,0,200,0,-191.373,0,314752.525,147861.145,155894.254,0,10997.126,0,314752.525,4078.885,147.299,4779.856,220078.834,85667.651,35503.251,27259.759,266.751,7068.841,0,7068.841,0,907.9,8804.638,6256.038,829.396,1635.28,83.924,6382.24,3739.055,3.055,860.488,662.083,1558.318,746.828,669.667,-1532.395,-71.398,0,0,0,-166.005,-87.456,231.416,339.506,1203.793,0,0,-209.406,-1102.477,0,0,152.305,567.239,-413.038,-1.896,1804.408,2639.664,0,-512.693,0,-310.833,-11.73,1803.246,1121.235,0,0,0,2814.928,407.568,0,0,0,-2081.69,-316.337,-142.458,11173.395,146.64,6356.228,6356.228,0,0,0,0,1614.414,608.149,1006.265,1887.318,313.727,-24.513,0,879.581
7,2022,961.034,961.034,,420523.705,34129.848,2095.342,33438.679,28006.736,3951.228,28.872,1451.843,12093.13,619.972,0,0,48.332,8.984,448.661,0,0,113.995,1879.598,1516.639,362.959,363.516,104.111,259.405,108805.146,245.674,45.852,226806.948,420523.705,408757.966,8733.124,901.592,1131.097,999.926,420523.705,142211.821,79300.508,199011.376,420523.705,4566.964,187724.392,1208.94,158.07,217452.344,9412.995,103651.92,103651.92,102946.394,37868.964,3881.081,20181.527,41014.822,1085.527,-380.001,0,0,0,0,0,0,0,,,358403.785,123079.324,225941.947,0,9382.514,0,358403.785,15487.163,144.372,4414.566,243993.976,94363.708,44752.636,34247.955,1409.942,7885.156,0,7885.156,0,1209.583,14462.861,9212.164,3156.518,1897.675,196.504,8527.494,6566.746,0.287,598.252,710.835,1750.638,753.76,459.819,-2028.053,-74.638,0,0,0,-154.916,-55.236,-275.063,1329.04,2490.451,0,0,-477.916,-3616.638,0,0,-241.845,108.741,-354.253,3.667,425.553,927.729,0,-828.149,0,348.111,-22.138,2167.375,1311.053,0,0,0,2550.299,638.597,0,0,0,-2087.707,-57.156,-187.711,13398.018,187.371,6515.485,6515.485,0,0,0,0,2415.938,757.167,1658.771,2633.16,347.127,1.404,0,1297.533
7,2023,4432.778,4432.778,,518641.568,44842.42,2908.684,47631.732,42054.34,3794.489,31.58,1751.323,11876.937,1549.82,0,0,9.012,834.835,538.943,0,0,167.03,8651.292,7867.107,784.185,636.72,129.156,507.564,176803.981,1293.097,966.379,221480.506,518641.568,508203.471,4438.954,1856.801,2762.221,1380.121,518641.568,187102.949,118208.799,213329.82,518641.568,2054.681,290539.777,4387.486,178.696,204861.339,16619.589,104993.945,104993.945,104222.477,24410.608,4414.025,32888.99,42508.854,1133.771,-362.303,0,0,0,0,0,0,0,,,454660.779,172755.713,273186.988,0,8718.078,0,454660.779,11644.156,56.459,9277.941,304685.334,128996.889,56707.759,45857.719,1873.427,7241.734,0,7241.734,0,1734.879,29016.639,18324.288,7303.748,3136.787,251.816,8714.897,9022.626,0.274,359.13,583.047,667.334,423.435,322.239,-2304.495,-61.844,0,0,0,-183.783,-113.066,195.75,1133.306,3477.455,0,0,-594.974,-3820.037,0,0,64.62,131.783,-67.163,0,925.833,2551.469,0,-1643.334,0,19.189,-1.491,2434.116,831.79,0,0,0,2562.614,3065.29,0,0,0,-2335.914,0,-1689.664,13251.796,243.014,6573.569,6573.569,0,0,0,0,3172.03,1215.94,1956.09,1572.318,422.573,0.555,0,1267.737
7,2024,9000.644,8984.049,,631724.964,54777.567,4324.232,62617.462,58465.029,2017,52.607,2082.826,17442.917,4880.157,0,0,761.399,3162.625,879.171,0,0,76.962,6822.028,6213.823,608.205,10997.805,160.204,10837.601,187100.081,1068.294,9377.851,25911.246,631724.964,620183.253,4440.911,1365.655,2465.618,3269.527,631724.964,237697.354,85211.565,308816.045,631724.964,1527.505,345650.911,12167.778,62.2,246405.324,25911.246,148623.636,141764.136,141070.873,42886.656,5471.871,46889.382,45822.964,1131.919,-438.656,6859.5,6900,0,0,1500,5400,,,,533392.35,191719.796,334149.944,0,7522.61,0,533392.35,13069.034,304.209,10105.732,359459.676,150453.699,60089.462,48504.247,2725.386,6431.312,0,6431.312,0,2428.517,24581.499,13775.447,5677.639,4794.992,333.421,8042.248,8118.354,0.19,561.259,617.337,605.677,544.416,514.409,-2559.197,-62.84,0,0,0,-259.237,-38.12,592.556,2632.968,3556.068,0,0,-950.518,-4645.962,0,0,81.301,235.365,-153.813,-0.251,2359.057,3392.047,0,-916.137,0,21.265,-138.118,342.711,1138.2,1732.136,0,0,5171.634,1282.958,0,-1235.101,0,-5436.1,0,-2311.016,15369.735,229.715,6894.019,6894.019,0,0,0,0,3884.925,1581.263,2303.662,2447.03,528.077,3.792,0,1382.177
8,2015,2043.647,2046.735,0,116804.247,7755.952,4584.262,13048.221,9643.927,2569.617,620.461,214.216,6368.949,56053.225,0,13.067,211.92,989.411,1738.015,141.667,45070.221,7888.924,4245.581,2687.377,1558.204,1647.688,532.416,1115.272,19078.633,1170.54,2851.196,0,116804.247,106713.646,6945.556,1268.015,523.016,1354.014,116804.247,32497.945,56545.821,27760.481,116804.247,1547.766,51595.492,573.459,100.609,62234.822,752.099,47744.838,43791.145,43950.621,21024.986,0,12787.075,10138.56,15.357,-174.833,3953.693,4520.639,0,0,0,0,4520.639,-566.946,-566.946,130270.67,12568.456,117162.064,0,417.609,122.541,130270.67,6087.819,83.89,225.972,77290.266,46582.723,18758.801,14872.5,230.783,3308.14,3308.14,0,0,347.378,8405.364,6420.36,418.793,1523.461,42.75,884.667,189.163,0,0,75.604,993.805,0,338.741,-112.224,0,-0.663,-2.557,0,-257.933,-339.269,-290.472,330.463,5913.542,0,0,-5843.662,-690.815,0,0,44.587,100.758,-66.561,10.39,27.966,251.56,0,-140.926,0,-82.668,0,875.072,251.519,2.606,622.222,0,6.833,74.183,0,0,-46.093,-21.737,0,-14.461,5692.469,70.654,3183.691,2843.791,165.835,115.564,0,58.501,740.327,144.532,595.795,670.51,95.507,0,0,931.78
8,2016,2952.206,2953.769,0,144673.213,11228.534,2498.851,19969.604,16637.628,2479.019,562.659,290.298,6035.306,72693.884,0,35.681,228.241,633.031,1838.986,206.364,61186.3,8565.281,3989.705,3427.557,562.148,1663.769,700.782,962.987,17794.732,3258.575,5540.253,0,144673.213,132510.66,7955.5,2335.222,975.528,896.303,144673.213,35892.482,59596.064,49184.667,144673.213,3820.335,49309.531,598.944,852.184,89972.801,119.418,55339.988,51700.099,51933.301,21721.281,0,16189.376,14022.644,15.357,-248.559,3639.889,4136.2,0,0,0,0,4136.2,-496.311,-496.311,123787.572,15238.43,108064.068,0,415.505,69.569,123787.571,5058.364,130.572,799.203,74115.293,43684.139,25631.116,20898.218,137.527,3994.439,3994.439,0,0,600.932,10463.257,6636.684,478.123,3200.385,148.065,852.926,242.661,0,0,71.652,1509.213,0,291.308,-156.182,0,-0.119,-1.279,0,-424.528,-679.8,-318.96,417.567,1529.313,0,0,-1450.692,-815.148,0,0,-149.384,40.911,-191.82,1.525,-149.384,40.911,0,-191.82,0,1.525,0,1218.57,715.606,189.889,460.893,0,0.011,84.486,0,-160.987,0,-3.647,0,-67.681,6621.352,175.396,3430.934,2948.388,217.958,167.096,0,97.492,949.653,177.433,772.22,733.927,111.853,75.97,0,1143.619
8,2017,1424.854,1424.854,0,182666.213,22300.67,3538.605,14809.953,12141.713,2171.806,227.5,268.934,8333.164,101547.712,0,99.125,389.02,275.179,1225.731,40.051,97976.774,1541.832,9842.071,9381.099,460.972,594.161,338.584,255.577,15553.631,4235.161,1911.085,0,182666.213,163809.825,12656.366,3166.441,1966.441,1067.14,182666.213,58092.547,80231.829,44341.837,182666.213,4518.203,59345.996,721.886,617.814,117375.994,86.32,53558.049,50223.671,50369.431,17201.861,0,19161.043,14006.527,15.357,-161.117,3334.378,4151.127,102.689,0,0,0,4048.438,-816.749,-816.749,133550.812,19670.947,113467.607,0,353.774,58.484,133550.812,2847.526,80.168,1386.953,77464.294,51771.871,34133.371,28748.896,219.773,4079.031,15.842,4063.189,0,1085.671,13518.945,7069.179,757.165,5325.631,366.97,1461.544,288.572,0,0,0,2205.667,0,715.832,-232.274,0,0,0,0,-611.799,-904.454,-158.842,346.606,860.712,16.325,0,-629.451,-734.9,-18.134,0,179.638,279.799,-101.724,1.563,339.477,481.849,0,-102.665,0,-39.707,0,2536.28,1098.054,787.312,289.056,0,47.669,986.691,0,-570.875,0,-63.715,0,-37.912,8894.97,229.264,5060.266,4339.711,296.524,314.689,0,109.342,1101.356,244.832,856.524,948.596,141.741,-14.759,0,1428.506
8,2018,4202.413,4240.742,0,221961.996,24644.053,1149.359,14412.113,11938.173,1865.916,216.406,391.618,19234.916,95998.75,0,8.377,34.359,214.758,1563.129,11.539,93833.408,333.18,8342.16,7945.263,396.897,966.413,327.506,638.907,43341.997,9902.603,3969.632,0,221961.996,202527.738,11667.993,4217.034,1691.988,1857.243,221961.996,73407.839,99662.806,48891.351,221961.996,3409.24,89098.005,399.702,544.618,128503.645,6.786,51522.616,49151.838,49401.8,23476.465,0,17097.423,8827.912,15.357,-265.319,2370.778,3161.133,0,0,0,0,3161.133,-790.355,-790.355,170850.871,22630.333,147477.943,0,633.077,109.518,170850.871,5179.609,76.874,641.6,105126.089,59826.699,40280.214,34528.23,261.986,3937.119,171.059,3766.06,0,1552.879,15578.639,8572.153,1195.583,5246.234,564.669,1612.496,484.067,0,0,0,2187.364,0,1147.366,-284.048,0,0,0,0,-1306.493,-615.76,-103.75,392.839,1116.725,7.489,0,-824.94,-786.003,-9.86,0,-56.821,145.101,-163.593,-38.329,250.057,492.917,0,-138.658,0,-104.202,0,2772.551,981.808,46.872,758.038,0,391.63,955.633,0,-40.274,0,-314.274,0,-6.882,10633.924,272.032,6020.762,5237.598,443.678,172.494,0,166.992,1418.975,313.938,1105.037,1356.369,162.736,-1.067,0,1404.117
8,2019,1566.592,1571.141,0,257183.959,29559.991,1224.901,15876.998,12299.785,2500.209,204.229,872.775,21607.181,113240.089,0,3.259,61.958,293.082,1476.38,6.433,110975.275,423.702,7631.279,7286.253,345.026,803.586,237.645,565.941,24361.962,9809.042,5749.92,27319.01,257183.959,236147.78,12238.635,5447.77,1311.426,2038.348,257183.959,89235.058,110887.144,57061.757,257183.959,2633.088,102970.14,114.211,501.52,150954.341,10.659,68729.363,67635.034,67771.55,28659.331,0,24889.488,14222.731,15.357,-151.873,1094.329,1094.329,1094.329,0,0,0,0,0,0,213949.568,27675.11,185579.451,0,673.601,21.406,213949.568,7954.928,49.893,674.667,134882.868,70387.212,49874.784,43794.531,278.402,3818.441,156.087,3662.354,0,1983.41,19204.323,12393.078,1667.526,4412.326,731.393,2791.62,742.934,0,0,0,2909.136,0,1835.396,-202.742,0,0,0,0,-1660.649,-832.455,-216.879,256.167,453.568,40.363,0,-168.219,-753.445,-45.313,0,284.845,409.574,-158.509,33.78,803.159,793.712,0,-103.999,0,113.446,0,2019.665,1864.821,13.534,215.905,0,298.45,289.51,0,-47.485,0,-345.77,0,-269.3,12343.718,3.105,7327.257,6475.561,503.654,174.463,0,173.579,1583.073,373.782,1209.291,1628.565,182.383,41.118,0,1578.217
8,2020,493.214,493.214,0,290816.086,31836.141,3786.88,18178.601,14266.805,2803.15,181.272,927.374,24703.82,114871.029,0,0.613,94.361,106.138,1087.771,3.97,113042.97,535.206,6134.017,5899.292,234.725,597.993,141.609,456.384,36924.235,10017.665,7430.985,36334.72,290816.086,265902.47,14989.428,6024.814,1823.719,2075.655,290816.086,102019.331,126492.662,62304.093,290816.086,2293.728,124992.364,316.962,612.022,162599.837,1.173,76485.435,75631.091,75944.547,33571.272,0,10568.514,31804.761,15.357,-328.813,854.344,854.344,854.344,0,0,0,0,0,0,233427.953,35489.592,197028.362,0,870.709,39.29,233427.953,8968.032,33.154,1261.113,121299.803,101865.851,52361.767,44937.133,129.584,5615.74,9.2,5606.54,0,1679.31,20015.944,13206.994,1630.137,4471.532,707.281,3356.127,1016.825,0,0,0,2574.493,0,2575.435,-248.284,0,0,0,0,-1363.95,-1198.392,-307.207,1333.948,1086.981,89.245,0,-710.323,-1996.722,-110.336,0,226.466,254.201,-32.284,4.549,1170.731,1566.158,0,-218.487,0,-176.94,0,2236.161,2128.24,17.853,37.579,0,911.497,346.782,0,-78.881,0,-816.609,0,-310.3,11392.021,4.17,6699.495,6068.496,367.073,116.172,0,147.754,1549.971,380.432,1169.539,1306.159,205.015,-62.829,0,1690.04
8,2021,6970.941,7005.061,0,355281.219,40136.84,3807.569,19658.473,16652.37,2277.161,174.778,554.164,26492.203,130184.638,0,0.495,187.843,1584.563,944.447,6.836,123947.317,3513.137,6446.761,6107.587,339.174,932.843,166.771,766.072,42567.227,8895.843,21806.591,54352.231,355281.219,322226.418,16810.638,6662.218,7535.242,2046.703,355281.219,135801.184,140081.594,79398.441,355281.219,1502.677,157518.9,99.576,93.417,195511.733,554.916,75798.431,75075.497,75298.164,29846.833,0,17668.917,27782.414,15.357,-238.024,722.934,722.934,722.934,0,0,0,0,0,0,241837.028,53004.407,187750.149,0,1004.108,78.364,241837.028,8206.953,38.041,446.133,114643.104,118502.797,50827.098,44083.317,128.305,4617.157,33.7,4583.457,0,1998.319,16478.269,9808.043,1297.477,4665.994,706.755,4059.031,1358.023,0,0,0,2362.235,0,3163.803,-264.71,0,0,0,0,-1008.243,-1552.077,-76.394,1248.163,4960.419,16.766,0,-442.625,-5826.951,-32.166,0,8.879,113.053,-70.054,-34.12,3150.866,3395.676,0,-335.599,0,90.789,0,2807.788,3287.966,1.603,0,0,1713.898,465.237,0,-142.435,-585.284,-1247.964,0,-685.233,10718.937,2.778,6230.506,5615.918,341.24,148.772,0,124.576,1467.665,379.228,1088.437,1054.78,176.046,12.605,0,1774.557
8,2022,7793.447,7850.639,,438338.047,44228.974,3678.961,25639.986,21391.907,2302.444,618.115,1327.52,24118.023,158754.684,0,0,458.645,1820.38,1392.211,4.411,153904.425,1174.612,11442.23,11131.595,310.635,2748.541,214.772,2533.769,67593.114,9999.309,7211.735,82922.49,438338.047,389363.235,23837.678,7945.484,10031.492,7160.158,438338.047,146906.92,179453.811,111977.316,438338.047,1040.254,179868.709,73.039,81.571,257194.544,79.93,83075.897,82465.618,82702.861,29029.461,0,20781.501,32891.899,15.357,-252.6,610.279,610.279,498.679,0,111.6,0,,,,303151.417,50149.266,249386.27,0,3547.987,67.894,303151.417,5364.868,42.039,417.126,168798.744,128528.64,62200.25,53704.418,373.072,5836.749,141.437,5695.312,0,2286.011,21179.192,13336.596,2914.952,4074.916,852.728,6437.752,2364.657,0,0,0,3353.881,0,4737.157,-285.365,0,0,0,-57.204,-989.431,-2685.943,-618.05,1449.66,543.125,2.697,0,-797.163,-1790.547,-25.822,0,-149.194,239.784,-365.906,-23.072,508.755,1019.73,0,-496.399,0,-14.576,0,10583.967,3746.268,2.944,340.102,0,2838.951,6088.775,0,-0.163,-0.021,-1988.474,0,-444.415,14115.731,1.171,8327.741,7616.701,377.974,185.655,0,147.411,1627.331,366.377,1260.954,1571.486,182.448,26.795,0,2378.759
8,2023,12325.809,12406.274,,566271.29,53438.42,3041.136,30130.286,26526.255,1408.65,692.813,1502.568,28271.295,194000.178,0,0,1219.198,3891.018,1495.928,4.87,185376.652,2012.512,10729.508,9817.781,911.727,4279.851,2645.282,1634.569,114894.07,13296.812,21236.503,92953.231,566271.29,498884.434,38959.002,12074.224,11990.997,4362.633,566271.29,207102.681,221800.751,137367.858,566271.29,297.231,265505.098,221.562,113.408,292960.355,7173.636,94587.476,87840.241,88035.1,37771.313,0,26658.071,23605.716,15.357,-210.216,6747.235,6755.26,1054.79,0,280.033,1070,4350.437,-8.025,0,442368.381,75333.245,365220.955,0,1730.418,83.763,442368.381,0.004589043,42.028,327.345,292614.183,149384.820410957,76557.377,67655.529,845.204,6134.21,694.16,5440.05,0,1922.434,38382.701,26071.508,5513.344,5940.883,856.966,7211.882,3109.866,0,0,0,2937.498,0,6260.423,-385.847,0,0,0,-279.617,0,-4430.441,-805.973,3040.262,1311.356,0.172,0,-1108.687,-4033.1,-15.976,0,380.173,535.368,-131.922,-23.273,250.032,328.218,0,-112.545,0,34.359,0,4525.551,2495.093,0.903,1517.577,0,3641.446,118.993,0,-0.257,0,-2864.611,0,-383.593,13941.218,12.787,8609.213,7837.017,395.816,162.156,0,214.224,1689.084,437.8,1251.284,1262.91,301.649,25.718,0,2039.857
8,2024,13110.971,11540.106,,692875.738,70911.252,2054.559,33274.652,30747.223,861.118,146.67,1519.641,38725.127,203269.429,0,0,591.474,3546.017,2937.827,10.696,193909.402,2274.013,13206.834,12164.35,1042.484,4392.9,1072.488,3320.412,186736.821,18952.714,17985.239,9512.536,692875.738,620445.379,43360.194,10852.509,12098.44,6119.216,692875.738,253022.841,270968.248,168884.649,692875.738,306.749,368404.967,3770.491,111.258,310765.73,9516.543,52783.054,51790.127,51842.071,33571.973,0,10303.355,7966.743,,,992.927,992.927,0,0,0,0,992.927,,,485666.548,66607.35,416946.018,0,2016.63,96.55,485666.548,4402.064,52.397,4715.378,303140.002,173356.707,80111.645,72024.111,1388.049,4033.498,765.184,3268.314,0,2665.987,31031.238,21300.529,5503.601,3201.546,1025.562,6126.323,1384.181,0,0,0,4150.911,0,7666.568,-353.989,0,0,0,-1035.286,0,-5686.062,827.24,2524.315,2215.315,5.526,0,-892.36,-3017.022,-8.534,0,360.956,680.929,-330.688,10.715,469.667,415.08,0,-96.353,0,142.915,8.025,5377.662,5574.886,1.715,188.732,0,3583.521,210.955,0,-0.259,0,-3835.275,0,-346.613,14339.732,8.028,8395.563,7616.117,407.931,159.547,0,211.968,1957.629,511.641,1445.988,1325.488,431.141,37.297,0,2184.586
9,2015,54.378,0,70.927,131427.193,20587.147,26984.705,32910.272,20032.465,6233.78,109.289,6534.738,19309.76,16832.22,0,0,82.149,201.605,1473.191,19.266,27.829,15028.18,3518.716,3406.075,112.641,396.019,44.792,351.227,9315.326,931.31,641.715,0.003,131427.193,127240.434,1924.083,181.863,798.176,1282.637,131427.193,56294.804,35346.301,39786.088,131427.193,5855.667,98942.332,78.411,1306.562,23230.822,2013.399,17316.651,7382.541,7431.77,3972.39,0,131.064,3328.316,48.113,-97.342,9934.11,10399.493,1726.735,0,999.866,615.53,7057.362,-465.383,-464.333,148828.876,20302.228,127843.579,0,663.688,19.381,148828.876,5103.029,70.76,1034.625,90954.479,51665.983,11991.798,9871.676,537.162,889.712,0,889.712,0,693.248,8295.644,7670.102,121.652,414.761,89.129,97.438,94.129,15.771,0,3.092,0,0,76.996,-20.21,-10.879,0,0,0,0,-61.461,26.565,169.969,117.301,3.386,0,-124.328,-131.259,-8.504,0,4.16,4.16,0,0,4.16,2.993,0,-1.333,0,2.5,0,174.584,198.121,0.919,0,0,0,105.952,0,-0.89,0,0,-28.828,-100.69,2078.64,28.389,1217.053,1098.82,68.511,0,0,49.722,381.651,120.727,260.924,331,101.789,0.157,0,18.601
9,2016,40.899,0,65.382,162376.185,25922.633,34501.644,42297.189,25232.054,8427.214,154.238,8483.683,22636.557,19808.004,0,0,137.533,313.037,1237.078,51.676,310.536,17758.144,3470.785,3326.876,143.909,771.543,179.654,591.889,10597.684,1213.657,983.861,172.628,162376.185,157093.06,2239.145,263.785,993.341,1786.854,162376.185,73969.637,38022.985,50383.563,162203.557,34758.455,93543.88,59.215,1629.449,30331.453,1881.105,18846.623,10662.707,10754.899,6426.047,0,2599.788,1729.064,33.598,-125.79,8183.916,9439.853,0,0,999.879,615.53,7824.444,-1255.937,-1254.887,166576.217,19060.924,146322.581,0,1168.323,24.389,166576.217,3462.816,1486.953,1308.756,102675.897,57641.795,14568.653,12894.127,328.026,961.944,0,961.944,0,384.556,10393.205,9301.976,301.591,722.892,66.746,338.065,135.519,17.618,0,91.519,0,0,165.152,-21.98,-19.206,0,0,0,0,-30.557,102.04,333.005,187.792,1.285,0,-276.716,-142.078,-1.248,0,-10.104,-2.17,0,-7.934,10.539,8.987,0,0,0,1.552,0,348.196,52.998,538.765,0,0,0,144.66,0,-160.71,0,0,-29.885,-197.632,2507.759,35.777,1393.682,1246.423,73.781,73.478,0,0,413.712,123.355,290.357,397.015,121.078,-1.464,0,147.959
