Công ty,Năm,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24
12,2016,8310.573,-5228.494,3082.079,610.947,-311.095,299.852,259.839,0,24.725,141.892,-74.022,67.87,0.545,3734.91,-2255.214,1479.696,-1089.066,390.63,-81.698,0,-81.698,308.932,0,308.932
12,2017,8950.649,-6282.831,2667.818,619.088,-287.894,331.194,227.832,0,62.621,698.732,-267.622,431.11,107.648,3828.223,-2206.068,1622.155,-604.576,1017.579,-194.749,0,-194.749,822.83,0,822.83
12,2018,9933.493,-6726.598,3206.895,683.591,-336.933,346.658,269.073,0,-116.033,326.97,-101.4,225.57,519.415,4451.578,-2900.904,1550.674,-723.546,827.128,-166.538,0,-166.538,660.59,0,660.59
12,2019,11305.756,-8085.39,3220.366,811.551,-428.015,383.536,364.541,0,229.058,646.791,-362.663,284.128,4.659,4486.288,-2700.748,1785.54,-690.291,1095.249,-229.117,0,-229.117,866.132,0,866.132
12,2020,10818.893,-7505.157,3313.736,904.041,-516.085,387.956,398.614,0,55.408,245.727,-39.703,206.024,3.849,4365.587,-2438.684,1926.903,-667.377,1259.526,-314.846,45.501,-269.345,1070.181,0,1070.181
12,2021,10084.491,-6560.189,3524.302,952.613,-519.748,432.865,394.214,0,99.397,270.604,-16.772,253.832,4.739,4709.349,-2514.159,2195.19,-990.124,1205.066,-203.673,-35.956,-239.629,965.437,0,965.437
12,2022,12170.179,-6578.208,5591.971,1118.987,-605.172,513.815,606.104,0,87.55,530.862,-47.88,482.982,5.643,7288.065,-3475.409,3812.656,-103.59,3709.066,-774.317,11.003,-763.314,2945.752,0,2945.752
12,2023,14699.192,-10102.088,4597.104,1393.614,-879.314,514.3,485.92,0,121.282,930.556,-95.477,835.079,1.148,6554.833,-3140.808,3414.025,-694.399,2719.626,-554.528,0.001,-554.527,2165.099,0,2165.099
12,2024,13234.075,-7310.55,5923.525,2165.867,-1085.567,1080.3,673.796,0,-68.479,1079.063,-131.955,947.108,1.385,8557.635,-3400.146,5157.489,-969.072,4188.417,-861.791,0.178,-861.613,3326.804,0,3326.804
13,2015,9191.71,-7604.795,1586.915,186.456,-147.812,38.644,-70.925,-46.068,561.362,443.322,-161.96,281.362,142.435,2493.725,-1808.858,684.867,-526.835,158.032,-41.758,0,-41.758,116.274,0,116.274
13,2016,6347.548,-4094.906,2252.642,247.272,-154.237,93.035,13.492,-5.575,602.609,1021.4,-223.768,797.632,50.718,3804.553,-1897.097,1907.456,-1743.425,164.031,-24.027,0,-24.027,140.004,0,140.004
13,2017,6123.339,-4521.262,1602.077,324.356,-187.833,136.523,65.208,32.367,1029.818,463.501,-82.118,381.383,0.274,3247.65,-2065.862,1181.788,-1017.359,164.429,-42.397,0,-42.397,122.032,0,122.032
13,2018,7511.446,-4609.175,2902.271,463.072,-191.486,271.586,209.414,-14.406,720.912,660.073,-69.629,590.444,35.889,4716.11,-2923.739,1792.371,-739.595,1052.776,-184.487,0,-184.487,868.289,0,868.289
13,2019,8594.805,-5532.701,3062.104,801.506,-279.253,522.253,155.449,3.447,150.457,930.058,-151.22,778.838,42.606,4715.154,-2502.184,2212.97,-925.148,1287.822,-244.262,0,-244.262,1043.56,0,1043.56
13,2020,10019.692,-5197.303,4822.389,1139.289,-318.619,820.67,269.999,-8.433,560.927,921.833,-205.094,716.739,0.189,7182.48,-3585.922,3596.558,-1073.244,2523.314,-512.216,0.046,-512.17,2011.144,0,2011.144
13,2021,10338.591,-4122.347,6216.244,3248.448,-375.009,2873.439,382.764,2.031,349.636,1254.834,-592.242,662.592,101.536,10588.242,-3931.913,6656.329,-1567.866,5088.463,-1053.738,0.015,-1053.723,4034.74,0,4034.74
13,2022,13252.114,-4930.323,8321.791,1605.101,-492.637,1112.464,1000.441,-2.028,683.122,760.999,-1183.995,-422.996,0.88,10693.674,-4427.964,6265.71,-478.507,5787.203,-1170.979,-0.011,-1170.99,4616.213,0,4616.213
13,2023,18951.085,-9762.57,9188.515,2017.973,-420.948,1597.025,1072.237,-12.705,511.812,610.169,-709.697,-99.528,1.631,12258.987,-4812.331,7446.656,-1616.746,5829.91,-1185.646,-0.05,-1185.696,4644.214,0,4644.214
13,2024,18681.257,-8438.193,10243.064,1834.793,-480.738,1354.055,1055.874,-0.478,273.491,1869.859,-577.625,1292.234,0,14218.24,-5229.935,8988.305,-2084.463,6903.842,-1384.465,0,-1384.465,5519.377,0,5519.377
14,2015,4794.299,-2450.185,2344.114,278.915,-112.812,166.103,-10.503,0,88.991,400.962,-80.609,320.353,20.397,2929.455,-1765.24,1164.215,-509.071,655.144,-140.446,6.368,-134.078,521.066,0,521.066
14,2016,5291.791,-2665.553,2626.238,391.311,-135.674,255.637,24.814,0,149.445,345.24,-27.959,317.281,27.556,3400.971,-2092.628,1308.343,-606.127,702.216,-139.806,-0.678,-140.484,561.732,0,561.732
14,2017,7252.564,-3796.588,3455.976,594.174,-187.283,406.891,-62.888,0,161.34,160.975,-34.212,126.763,1.38,4089.462,-2334.457,1755.005,-349.935,1405.07,-280.779,-0.012,-280.791,1124.279,0,1124.279
14,2018,10085.843,-5260.35,4825.493,1026.934,-292.189,734.745,-25.871,0,35.757,598.878,-83.764,515.114,0.535,6085.773,-2689.716,3396.057,-653.487,2742.57,-548.7,0.051,-548.649,2193.921,0,2193.921
14,2019,13861.218,-7648.003,6213.215,2238.183,-440.883,1797.3,-121.708,0,37.147,287.553,-63.191,224.362,1.766,8152.082,-3437.1,4714.982,-632.725,4082.257,-815.89,0.035,-815.855,3266.402,0,3266.402
14,2020,17437.106,-8940.999,8496.107,2951.979,-563.304,2388.675,20.789,0,25.24,362.288,-79.526,282.762,1.941,11215.514,-4464.872,6750.642,-947.635,5803.007,-1160.511,-0.162,-1160.673,4642.334,0,4642.334
14,2021,20975.011,-9158.864,11816.147,3520.7,-778.748,2741.952,-86.748,0,196.796,280.404,-59.414,220.99,1.766,14890.903,-5281.843,9609.06,-1598.048,8011.012,-1601.262,0,-1601.262,6409.75,0,6409.75
14,2022,27509.339,-12546.784,14962.555,4528.97,-1340.589,3188.381,-275.032,0,-175.843,408.366,-53.484,354.882,2.895,18057.838,-6197.114,11860.724,-1279.609,10581.115,-2112.348,0,-2112.348,8468.767,0,8468.767
14,2023,35567.669,-18207.116,17360.553,4801.297,-1474.516,3326.781,548.47,0,129.73,850.214,-58.6,791.614,3.345,22160.493,-6610.743,15549.75,-4845.805,10703.945,-2140.892,0,-2140.892,8563.053,0,8563.053
14,2024,32442.938,-15692.526,16750.412,3202.927,-1437.468,1765.459,500.968,0,247.967,1518.664,-218.164,1300.5,3.746,20569.052,-7211.292,13357.76,-4353.458,9004.302,-1800.834,1.002,-1799.832,7204.47,0,7204.47
15,2015,3101.097993254,-1770.042726283,1331.055266971,33.123395054,-18.578887323,14.544507731,-35.474108173,1.975724853,101.153344754,48.705495242,-57.496535051,-8.791039809,23.649629039,1428.113325366,-796.62870664,631.484618726,-364.217074616,267.26754411,-57.793073849,0,-57.793073849,209.474470261,0,209.474470261
15,2016,4040.605954179,-2379.925934113,1660.680020066,132.311076183,-34.799945437,97.511130746,-3.005136267,0,-0.261534284,167.943215177,-90.629537916,77.313677261,27.4462099,1859.684367422,-1046.526378638,813.157988784,-329.285922452,483.872066332,-96.956449526,0,-96.956449526,386.915616806,0,386.915616806
15,2017,5612.708027276,-3211.564137216,2401.14389006,237.514566746,-41.894604573,195.619962173,46.999721794,14.777345406,48.694519051,116.450623733,-99.910316707,16.540307026,0.039,2723.81474551,-1445.956693911,1277.858051599,-256.02376315,1021.834288449,-205.06808449,0,-205.06808449,816.766203959,0,816.766203959
15,2018,7656.988766889,-4221.019182442,3435.969584447,388.091382049,-50.329023735,337.762358314,83.519035834,24.327463984,939.235020184,351.33968102,-156.445921279,194.893759741,0.3927,5016.099922504,-1869.767287781,3146.332634723,-944.471229076,2201.861405647,-440.830087065,0,-440.830087065,1761.031318582,0,1761.031318582
15,2019,9638.359257256,-5537.196484058,4101.162773198,617.398436213,-71.601213129,545.797223084,114.400838022,-6.424930001,1093.550271643,818.791639438,-54.339443314,764.452196124,0.216,6613.15437207,-2449.236101393,4163.918270677,-932.794429202,3231.123841475,-648.887617117,0,-648.887617117,2582.236224358,0,2582.236224358
15,2020,10793.397261084,-5811.686078906,4981.711182178,919.453712165,-78.892267876,840.561444289,94.975111343,130.76895,1751.95086409,323.731488152,-112.734049475,210.997438677,1.9018,8012.866790577,-2330.118602224,5682.748188353,-1263.439294228,4419.308894125,-884.536684612,0,-884.536684612,3534.772209513,0,3534.772209513
15,2021,11720.10126815,-5954.516274613,5765.584993537,867.740348909,-83.239622627,784.500726282,99.732528303,123.818226554,1744.618886811,563.511742958,-162.614061354,400.897681604,0,8919.153043091,-2402.923565171,6516.22947792,-997.676515651,5518.552962269,-1113.593994467,0,-1113.593994467,4404.958967802,0,4404.958967802
15,2022,14067.732085064,-7120.149043887,6947.583041177,1124.580409488,-110.406103023,1014.174306465,145.113883664,-77.26501775,-140.196342607,783.661855763,-139.500228447,644.161627316,0,8533.571498265,-3076.802357805,5456.76914046,-1067.461492385,4389.307648075,-879.589703439,0,-879.589703439,3509.717944636,0,3509.717944636
15,2023,18126.740691299,-11361.222432425,6765.518258874001,997.50369224,-115.440748295,882.062943945,389.064968099,1.4963475,646.561649571,1499.9751250289999,-1246.552733976,253.42239105299998,0,8938.126559042,-3171.42503856,5766.701520482,-1627.2253652230002,4139.476155259,-836.173454643,0,-836.173454643,3303.302700616,0,3303.302700616
15,2024,17954.213013236,-9347.544341743,8606.668671493,1073.464718082,-142.48325829299998,930.9814597889999,310.954000786,2.25003,-188.421795033,1021.970746505,-615.3202014220001,406.650545083,0,10069.082912118001,-3803.760652156,6265.322259962,-2259.026320781,4006.295939181,-832.8727124129999,0,-832.8727124129999,3173.423226768,0,3173.423226768
16,2015,6968.76,-4348.857,2619.903,78.543,-72.498,6.045,-10.469,-0.244,10.959,16.757,-155.248,-138.491,0,2487.703,-1563.456,924.247,-502.31,421.937,-72.088,0,-72.088,349.849,0,349.849
16,2016,8907.851,-4884.081,4023.77,164.177,-88.112,76.065,137.811,-0.324,-222.44,5.365,-148.602,-143.237,0,3871.645,-2031.488,1840.157,-492.299,1347.858,-285.072,0,-285.072,1062.786,0,1062.786
16,2017,11509.779,-6282.936,5226.843,190.084,-125.204,64.88,5.659,14.045,370.117,33.169,-611.803,-578.634,0,5102.91,-2813.096,2289.814,-521.728,1768.086,-400,0,-400,1368.086,0,1368.086
16,2018,13856.32,-8840.534,5015.786,331.158,-178.333,152.825,6.914,0,-4.683,58.2,-349.597,-291.397,0,4879.445,-3048.068,1831.377,-618.436,1212.941,-252.988,0,-252.988,959.953,0,959.953
16,2019,16259.848,-10198.972,6060.876,592.483,-199.072,393.411,63.982,4.07,-53.806,90.911,-53.124,37.787,0.275,6506.595,-4032.18,2474.415,-435.591,2038.824,-438.547,0,-438.547,1600.277,0,1600.277
16,2020,17869.155,-11148.984,6720.171,859.823,-233.022,626.801,62.043,33.65,137.734,257.088,-66.676,190.412,0.275,7771.086,-4645.147,3125.939,-699.386,2426.553,-564.645,0,-564.645,1861.908,0,1861.908
16,2021,20925.551,-11908.392,9017.159,1113.896,-256.014,857.882,138.787,4.543,-1.384,199.033,-165.331,33.702,0,10050.689,-5090.421,4960.268,-1322.25,3638.018,-764.77,0,-764.77,2873.248,0,2873.248
16,2022,25225.644,-13325.675,11899.969,2096.512,-434.65,1661.862,10.463,-2.769,345.762,334.327,-133.18,201.147,53.877,14170.311,-5306.893,8863.418,-3173.737,5689.681,-1179.428,0,-1179.428,4510.253,0,4510.253
16,2023,32353.651,-21150.522,11203.129,3905.988,-340.361,3565.627,435.098,30.208,-5.254,490.524,-143.372,347.152,49.345,15625.305,-5759.872,9865.433,-2826.04,7039.393,-1467.147,0,-1467.147,5572.246,0,5572.246
16,2024,34137.034,-18743.291,15393.743,3594.134,-383.135,3210.999,273.305,43.021,-1.462,1246.273,-308.466,937.807,75.017,19932.43,-5810.443,14121.987,-1953.819,12168.168,-2447.268,0,-2447.268,9720.9,0,9720.9
17,2015,4337.09,-3190.529,1146.561,101.263,-60.76,40.503,-22.678,1.497,2.023,7.062,-2.527,4.535,5.457,1177.898,-967.923,209.975,-93.009,116.966,-25.081,0,-25.081,91.885,0,91.885
17,2016,6149.615,-4306.583,1843.032,149.651,-105.456,44.195,-15.548,0,36.589,3.559,-1.365,2.194,3.031,1913.493,-1119.317,794.176,-648.279,145.897,-29.108,0,-29.108,116.789,0,116.789
17,2017,7371.235,-5398.816,1972.419,212.709,-147.231,65.478,7.57,57.643,89.671,2.201,-1.177,1.024,1.97,2195.775,-1268.553,927.222,-545.991,381.231,-76.373,0,-76.373,304.858,0,304.858
17,2018,8659.444,-6322.331,2337.113,301.024,-115.173,185.851,32.258,49.672,184.706,29.392,-9.305,20.087,1.994,2811.681,-1632.86,1178.821,-556.384,622.437,-129.091,0,-129.091,493.346,0,493.346
17,2019,10208.207,-7313.638,2894.569,523.23,-187.744,335.486,10.301,171.124,235.002,1676.931,-143.225,1533.706,30.625,5210.813,-1988.35,3222.463,-1831.765,1390.698,-292.246,0,-292.246,1098.452,0,1098.452
17,2020,10695.78,-7634.064,3061.716,522.679,-166.481,356.198,74.729,166.774,171.671,1152.398,-404.105,748.293,4.306,4583.687,-2177.375,2406.312,-677.376,1728.936,-368.471,0,-368.471,1360.465,0,1360.465
17,2021,11804.488,-6618.395,5186.093,1519.119,-373.232,1145.887,148.886,58.462,306.197,437.554,-257.04,180.514,9.751,7035.79,-2529.414,4506.376,-1237.838,3268.538,-662.02,0,-662.02,2606.518,0,2606.518
17,2022,15149.8,-8143.873,7005.927,1642.698,-275.381,1367.317,223.886,228.111,621.173,415.516,-222.62,192.896,7.937,9647.247,-3403.523,6243.724,-1174.738,5068.986,-1016.058,0,-1016.058,4052.928,0,4052.928
17,2023,19718.49,-12647.771,7070.719,1530.991,-223.134,1307.857,602.47,109.18,128.66,332.345,-141.624,190.721,14.384,9423.991,-3607.148,5816.843,-1200.285,4616.558,-939.603,0,-939.603,3676.955,0,3676.955
17,2024,20716.605,-10750.195,9966.41,1349.283,-237.588,1111.695,570.581,-172.141,321.407,802.566,-192.964,609.602,1.445,12408.999,-4130.218,8278.781,-2239.382,6039.399,-1223.373,0,-1223.373,4816.026,0,4816.026
18,2015,3321.373,-1918.454,1402.919,103.022,-34.639,68.383,-48.813,0,109.914,37.821,-17.861,19.96,2.86,1555.223,-794.793,760.43,-134.767,625.663,-63.503,0,-63.503,562.16,0,562.16
18,2016,5173.686,-3052.861,2120.825,146.317,-60.199,86.118,57.972,0,46.26,5.482,-7.792,-2.31,0,2308.865,-1330.576,978.289,-271.735,706.554,-141.343,0,-141.343,565.211,0,565.211
18,2017,7324.605,-4152.181,3172.424,280.878,-115.815,165.063,10.248,0,222.633,45.421,-6.063,39.358,0,3609.726,-1941.603,1668.123,-462.412,1205.711,-242.102,0,-242.102,963.609,0,963.609
18,2018,9373.839,-4996.062,4377.777,864.711,-188.526,676.185,81.31,0,351.959,149.27,-9.701,139.569,0,5626.8,-2846.688,2780.112,-522.332,2257.78,-452.542,0,-452.542,1805.238,0,1805.238
18,2019,11850.763,-6217.441,5633.322,1467.046,-293.101,1173.945,43.861,0,910.692,1027.006,-319.363,707.643,0,8469.463,-3303.325,5166.138,-1297.949,3868.189,-774.347,0,-774.347,3093.842,0,3093.842
18,2020,14828.235,-7209.178,7619.057,1539.85,-602.817,937.033,408.138,0,710.68,1096.636,-402.355,694.281,0,10369.189,-4197.293,6171.896,-1783.373,4388.523,-878.334,0,-878.334,3510.189,0,3510.189
18,2021,17426.817,-7480.768,9946.049,2259.689,-717.223,1542.466,373.374,0,1409.742,495.761,-249.984,245.777,0,13517.408,-4570.696,8946.712,-2908.49,6038.222,-1209.043,0,-1209.043,4829.179,0,4829.179
18,2022,21811.015,-10424.418,11386.597,3596.301,-904.321,2691.98,410.216,0,426.255,1324.949,-622.808,702.141,0,15617.189,-5945.257,9671.932,-1843.644,7828.288,-1567.544,0,-1567.544,6260.744,0,6260.744
18,2023,28562.417,-16134.589,12427.828,3178.465,-899.217,2279.248,779.153,0,855.841,872.29,-977.603,-105.313,0,16236.757,-6701.533,9535.224,-3946.265,5588.959,-1125.634,0,-1125.634,4463.325,0,4463.325
18,2024,25948.638,-13041.982,12906.656,4386.294,-1022.684,3363.61,318.932,0.18,1094.914,1229.244,-875.309,353.935,0.04,18038.267,-6278.857,11759.41,-4159.212,7600.198,-1528.564,0,-1528.564,6071.634,0,6071.634
19,2015,4089.097,-2441.841,1647.256,154.956,-97.399,57.557,63.679,0,131.697,158.892,-95.172,63.72,7.725,1971.634,-1190.073,781.561,-663.198,118.363,-27.084,0,-27.084,91.279,0,91.279
19,2016,4489.011,-2663.061,1825.95,231.086,-94.034,137.052,113.012,2.121,165.162,60.605,-51.809,8.796,10.051,2262.144,-1299.207,962.937,-657.78,305.157,-61.243,0,-61.243,243.914,0,243.914
19,2017,5390.187,-3208.348,2181.839,301.27,-114.974,186.296,103.886,3.049,195.408,36.897,-13.463,23.434,12.38,2706.292,-1603.068,1103.224,-492.783,610.441,-121.605,0,-121.605,488.836,0,488.836
19,2018,5478.075,-3439.575,2038.5,467.786,-133.967,333.819,196.175,8.508,372.078,71.484,-109.771,-38.287,2.086,2912.879,-1670.432,1242.447,-314.472,927.975,-213.068,0,-213.068,714.907,0,714.907
19,2019,6525.9,-4047.648,2478.252,355.078,-161.614,193.464,195.817,0,578.778,315.401,-125,190.401,2.227,3638.939,-1870.98,1767.959,-493.975,1273.984,-273.309,0,-273.309,1000.675,0,1000.675
19,2020,6684.626,-4303.08,2381.546,383.392,-189.565,193.827,302.089,6.504,757.624,188.571,-44.65,143.921,-10.611,3774.9,-1858.323,1916.577,-513.38,1403.197,-285.54,0,-285.54,1117.657,0,1117.657
19,2021,6469.227,-3402.696,3066.531,609.108,-258.836,350.272,412.046,249.184,202.38,322.477,-65.687,256.79,6.608,4543.811,-1898.495,2645.316,-686.506,1958.81,-398.831,0,-398.831,1559.979,0,1559.979
19,2022,8160.575,-4395.195,3765.38,931.817,-699.775,232.042,192.865,-56.174,-21.343,375.338,-28.702,346.636,26.448,4485.854,-2006.536,2479.318,-776.913,1702.405,-345.675,0,-345.675,1356.73,0,1356.73
19,2023,10464.069,-7705.863,2758.206,1648.954,-900,748.954,228.453,5.038,117.442,405.873,-25.89,379.983,97.538,4335.614,-2252.222,2083.392,-1499.348,584.044,-130.542,0,-130.542,453.502,0,453.502
19,2024,9027.696,-5992.439,3035.257,879.352,-379.603,499.749,245.756,3.385,109.475,646.787,-31.152,615.635,11.296,4520.553,-2364.544,2156.009,-1411.791,744.218,-169.72,11.058,-158.662,585.556,0,585.556
20,2015,4737.688,-3654.073,1083.615,26.024,-22.583,3.441,-16.27,-0.158,45.438,78.774,-16.812,61.962,27.275,1205.303,-579.541,625.762,-173.057,452.705,-93.595,1.298,-92.297,360.408,0,360.408
20,2016,5637.737,-4303.825,1333.912,27.597,-24.052,3.545,17.331,0,4.042,41.216,-13.2,28.016,8.752,1395.598,-704.966,690.632,-64.007,626.625,-125.939,0,-125.939,500.686,0,500.686
20,2017,6812.157,-5154.24,1657.917,75.554,-13.859,61.695,25.476,0,2.384,67.063,-41.234,25.829,14.69,1787.991,-748.903,1039.088,-296.423,742.665,-142.788,2.595,-140.193,602.472,0,602.472
20,2018,7588.025,-5889.353,1698.672,92.81,-19.806,73.004,16.686,4.749,80.201,103.93,-5.857,98.073,25.35,1996.735,-879.857,1116.878,-274.412,842.466,-163.866,-1.39,-165.256,677.21,0,677.21
20,2019,8936.134,-6969.579,1966.555,107.18,-34.455,72.725,30.655,0,25.974,88.879,-7.699,81.18,15.297,2192.386,-1103.592,1088.794,-154.901,933.893,-183.719,-0.718,-184.437,749.456,0,749.456
20,2020,9824.59,-7793.519,2031.071,91.143,-31.381,59.762,23.782,0,46.735,81.388,-16.437,64.951,3.227,2229.528,-1240.389,989.139,-254.326,734.813,-146.067,-0.952,-147.019,587.794,0,587.794
20,2021,9458.828,-7341.6,2117.228,90.073,-25.214,64.859,29.597,0,169.409,160.252,-79.235,81.017,1.978,2464.088,-1312.134,1151.954,-243.589,908.365,-181.276,-0.75,-182.026,726.339,0,726.339
20,2022,10342.019,-7828.82,2513.199,126.936,-35.806,91.13,51.64,0,107.476,156.698,-59.374,97.324,6.907,2867.676,-1716.333,1151.343,-112.384,1038.959,-206.439,-0.001,-206.44,832.519,0,832.519
20,2023,13384.284,-10995.013,2389.271,137.774,-32.922,104.852,115.346,0,319.652,99.206,-9.653,89.553,27.639,3046.313,-1832.911,1213.402,-152.568,1060.834,-206.385,-0.082,-206.467,854.367,0,854.367
20,2024,11812.113,-8490.903,3321.21,150.014,-44.433,105.581,-68.252,0,283.676,27.292,-21.182,6.11,12.638,3660.963,-2249.272,1411.691,-151.413,1260.278,-249.023,0,-249.023,1011.255,0,1011.255
21,2015,1738.09,-1300.457,437.633,17.594,-20.525,-2.931,25.215,0,96.057,24.469,-19.857,4.612,2.187,562.773,-437.373,125.4,-53.882,71.518,-18.307,0,-18.307,53.211,0,53.211
21,2016,1993.149,-1443.526,549.623,22.448,-27.369,-4.921,17.345,0,51.663,47.543,-9.969,37.574,33.45,684.734,-602.972,81.762,-69.67,12.092,-9.407,0,-9.407,2.685,0,2.685
21,2017,2506.651,-1837.768,668.883,46.91,-37.135,9.775,20.92,0,58.629,18.417,-6.823,11.594,1.918,771.719,-645.592,126.127,-89.436,36.691,-3.159,0,-3.159,33.532,0,33.532
21,2018,3125.236,-2325.348,799.888,69.042,-35.44,33.602,31.356,0,45.251,37.049,-4.718,32.331,-0.112,942.316,-698.862,243.454,-126.966,116.488,-22.156,0,-22.156,94.332,0,94.332
21,2019,3799.434,-2867.058,932.376,77.469,-39.267,38.202,26.826,0,101.296,33.101,-4.201,28.9,0.146,1127.746,-859.223,268.523,-110.421,158.102,-32.046,0,-32.046,126.056,0,126.056
21,2020,4323.598,-3218.923,1104.675,110.354,-50.136,60.218,36.957,0,163.883,54.305,-4.362,49.943,0.175,1415.851,-867.461,548.39,-346.902,201.488,-40.632,0,-40.632,160.856,0,160.856
21,2021,4586.594,-3151.732,1434.862,143.881,-72.879,71.002,32.94,0,141.903,58.744,-6.448,52.296,0.292,1733.295,-1051.415,681.88,-370.432,311.448,-62.61,0,-62.61,248.838,0,248.838
21,2022,5541.744,-3827.878,1713.866,219.929,-120.161,99.768,42.9,0,-4.78,70.766,-5.282,65.484,0,1917.238,-1236.838,680.4,-224.345,456.055,-92.007,0,-92.007,364.048,0,364.048
21,2023,6938.79,-5460.172,1478.618,235.706,-181.292,54.414,22.314,0,122.144,109.663,-32.117,77.546,0,1755.036,-1406.915,348.121,-276.515,71.606,-15.038,0,-15.038,56.568,0,56.568
21,2024,6485.719,-4179.471,2306.248,275.682,-238.136,37.546,45.937,0,26.752,64.463,-3.357,61.106,0,2477.589,-1475.162,1002.427,-611.837,390.59,-79.338,0,-79.338,311.252,0,311.252
22,2015,2751.28379496,-1988.405153595,762.878641365,29.534912334,-25.910896443,3.624015891,-15.50584737,0,20.03720916,23.152357002,-30.40400145,-7.251644448,2.875,766.657374598,-655.265159274,111.392215324,-103.919394572,7.472820752,-0.982659117,0,-0.982659117,6.490161635,0,6.490161635
22,2016,3561.013,-2608.149,952.864,38.222,-34.664,3.558,-60.346,0,28.007,165.87,-15.664,150.206,0,1074.289,-863.133,211.156,-197.608,13.548,-2.709,0,-2.709,10.839,0,10.839
22,2017,4437.486,-3319.98,1117.506,56.175,-37.993,18.182,-26.857,0,110.022,146.938,-140.585,6.353,0,1225.206,-959.55,265.656,-234.912,30.744,-8.789,0,-8.789,21.955,0,21.955
22,2018,4738.865,-3757.692,981.173,65.347,-39.926,25.421,-21.786,0,-22.034,1064.822,-803.579,261.243,0,1224.017,-999.842,224.175,-136.345,87.83,-51.59,0,-51.59,36.24,0,36.24
22,2019,5291.273,-4132.865,1158.408,102.974,-52.229,50.745,-3.189,0,31.862,153.904,-149.941,3.963,0,1241.789,-862.619,379.17,-324.129,55.041,-11.899,0,-11.899,43.142,0,43.142
22,2020,5958.774,-4525.032,1433.742,114.551,-69.762,44.789,13.641,0,158.541,120.308,-116.098,4.21,0,1654.923,-802.677,852.246,-848.508,3.738,-2.526,0,-2.526,1.212,0,1.212
22,2021,5542.515,-4283.296,1259.219,243.405,-99.773,143.632,-18.199,0,356.714,60.822,-100.081,-39.259,0,1702.107,-950.593,751.514,-749.204,2.31,-0.91,0,-0.91,1.4,0,1.4
22,2022,4763.294,-3831.517,931.777,275.03,-142.188,132.842,83.813,0,166.748,59.238,-37.424,21.814,0,1336.994,-1027.681,309.313,-308.075,1.238,-1.23,0,-1.23,0.008,0,0.008
22,2023,6433.619,-5976.39,457.229,102.35,-68.832,33.518,202.454,0,160.484,82.286,-216.819,-134.533,0,719.152,-1238.721,-519.569,-146.95,-666.519,-3.037,0,-3.037,-669.556,0,-669.556
22,2024,2928.691,-4710.884,-1782.193,165.438,-90.47,74.968,125.512,0,131.422,67.669,-89.876,-22.207,0,-1472.498,-3392.048,-4864.546,-263.544,-5128.09,-0.848,0,-0.848,-5128.938,0,-5128.938
23,2015,2109.696,-1287.136,822.56,13.596,-4.549,9.047,-11.064,0,8.644,24.296,-10.962,13.334,6.721,849.242,-571.923,277.319,-65.659,211.66,-46.425,0,-46.425,165.235,0,165.235
23,2016,2294.005,-1508.068,785.937,31.812,-6.831,24.981,6.483,0,66.112,49.616,-14.958,34.658,7.174,925.345,-681.68,243.665,-92.029,151.636,-30.646,0,-30.646,120.99,0,120.99
23,2017,2908.703,-1867.071,1041.632,60.057,-11.955,48.102,3.633,0,-4.133,53.252,-15.777,37.475,0.445,1127.154,-806.203,320.951,-68.757,252.194,-50.501,0,-50.501,201.693,0,201.693
23,2018,3171.636,-2196.765,974.871,73.869,-17.91,55.959,11.626,0,116.79,105.024,-8.832,96.192,0.724,1256.162,-928.436,327.726,-37.644,290.082,-58.193,0,-58.193,231.889,0,231.889
23,2019,3897.868,-2889.998,1007.87,93.31,-16.854,76.456,28.631,0,61.938,35.287,-8.208,27.079,0.835,1202.809,-1041.601,161.208,-75.287,85.921,-18.247,0,-18.247,67.674,0,67.674
23,2020,3932.611,-2980.182,952.429,103.453,-16.474,86.979,25.237,0,77.167,107.366,-8.791,98.575,0.891,1241.278,-1085.478,155.8,2.41,158.21,-31.892,0,-31.892,126.318,0,126.318
23,2021,5449.139,-3518.179,1930.96,273.173,-17.523,255.65,28.274,0,63.737,55.444,-16.911,38.533,1.709,2318.863,-1227.211,1091.652,-81.647,1010.005,-239.732,0,-239.732,770.273,0,770.273
23,2022,5376.251,-3284.73,2091.521,422.695,-26.651,396.044,34.981,0,7.818,88.565,-5.651,82.914,0,2613.278,-1459.022,1154.256,-472.393,681.863,-137.342,0,-137.342,544.521,0,544.521
23,2023,7779.429,-5741.323,2038.106,556.312,-43.579,512.733,59.196,0,82.45,95.764,-5.845,89.919,0,2782.404,-1645.837,1136.567,-417.92,718.647,-143.478,-1.185,-144.663,573.984,0,573.984
23,2024,7111.246,-3920.02,3191.226,574.628,-94.153,480.475,42.009,0,25.608,224.596,-7.333,217.263,0,3956.581,-2021.575,1935.006,-822.948,1112.058,-224.444,-0.12,-224.564,887.494,0,887.494
24,2015,1598.678,-1353.946,244.732,8.142,-5.415,2.727,-3.958,0,37.771,170.413,-56.117,114.296,8.295,403.863,-438.216,-34.353,-90.397,-124.75,-1.574,0,-1.574,-126.324,0,-126.324
